Name,Province,Country,Continent,Population rank (core city),Population rank (Primary Statistical Area),Distance to closest larger Chinese Metropolitan Area (KM),Power,Population MetropolitanArea,Population MetroPower,Rolling population total,Rolling % of Population Total,GDP per capita of Province,Distance from a foreign country (KM),Country population,Percent of country's population,Score,"If part of a larger city's transportation, city name",Closest City Name,Closest City Rank,Largest in Province?,Latitude,Longitude
San Antonio,Texas,United States,North America,,,,,"2,234,003",#VALUE!,"2,234,003",#VALUE!,#REF!,#REF!,326253000,,-1,-1,200,"47,027",,29.25,-98.5
Cincinnati,Ohio,United States,North America,,,,,"2,188,001",#VALUE!,"2,188,001",#VALUE!,#REF!,#REF!,326253000,,2,-1,139,"41,871",,39,-84.5
Milwaukee,Wisconsin,United States,North America,,,,,"2,037,542",#VALUE!,"2,037,542",#VALUE!,#REF!,#REF!,326253000,,1,1,83,,,43,-88
Raleigh,North Carolina,United States,North America,,,,,"1,998,808",#VALUE!,"1,998,808",#VALUE!,#REF!,#REF!,326253000,,-1,-1,106,"42,190",,35.75,-78.5
Nashville,Tennessee,United States,North America,,,,,"1,845,235",#VALUE!,"1,845,235",#VALUE!,#REF!,#REF!,326253000,,-1,-1,17,,,36.15,-86.75
Austin,Texas,United States,North America,,,,,"1,834,303",#VALUE!,"1,834,303",#VALUE!,#REF!,#REF!,326253000,,-1,-1,46,,,30.25,-97.75
Virginia Beach,Virginia,United States,North America,,,,,"1,803,080",#VALUE!,"1,803,080",#VALUE!,#REF!,#REF!,326253000,,2,-1,200,,,36.85,-76
Greensboro,North Carolina,United States,North America,,,,,"1,611,243",#VALUE!,"1,611,243",#VALUE!,#REF!,#REF!,326253000,,-1,-1,189,"42,190",,36,-79.8
Jacksonville,Florida,United States,North America,,,,,"1,502,515",#VALUE!,"1,502,515",#VALUE!,#REF!,#REF!,326253000,,2,-1,200,"39,563",,30.3,-81.6
Hartford,Connecticut,United States,North America,,,,,"1,488,570",#VALUE!,"1,488,570",#VALUE!,#REF!,#REF!,326253000,,1,1,200,"65,177",,41.75,-72.7
Louisville,Kentucky,United States,North America,,,,,"1,478,637",#VALUE!,"1,478,637",#VALUE!,#REF!,#REF!,326253000,,-1,-1,160,"36,942",,38.25,-85.75
New Orleans,Louisiana,United States,North America,,,,,"1,452,502",#VALUE!,"1,452,502",#VALUE!,#REF!,#REF!,326253000,,-1,-1,51,"46,689",,30,-90
Grand Rapids,Michigan,United States,North America,,,,,"1,395,128",#VALUE!,"1,395,128",#VALUE!,#REF!,#REF!,326253000,,2,-1,200,"37,708",,43,-85.5
Greenville,South Carolina,United States,North America,,,,,"1,384,996",#VALUE!,"1,384,996",#VALUE!,#REF!,#REF!,326253000,,-1,-1,199,,,34.9,-82.5
Memphis,Tennessee,United States,North America,,,,,"1,369,548",#VALUE!,"1,369,548",#VALUE!,#REF!,#REF!,326253000,,-1,-1,200,,,35,-90
Oklahoma City,Oklahoma,United States,North America,,,,,"1,367,325",#VALUE!,"1,367,325",#VALUE!,#REF!,#REF!,326253000,,-1,-1,200,"42,331",,35.5,-97.5
Birmingham,Alabama,United States,North America,,,,,"1,309,818",#VALUE!,"1,309,818",#VALUE!,#REF!,#REF!,326253000,,-1,-1,151,"36,311",,33.5,-86.8
Richmond,Virginia,United States,North America,,,,,"1,231,980",#VALUE!,"1,231,980",#VALUE!,#REF!,#REF!,326253000,,2,-1,170,,,37.5,-77.5
Harrisburg,Pennsylvania,United States,North America,,,,,"1,228,559",#VALUE!,"1,228,559",#VALUE!,#REF!,#REF!,326253000,,2,-1,,"45,170",,40.25,-77
Buffalo,New York,United States,North America,,,,,"1,213,668",#VALUE!,"1,213,668",#VALUE!,#REF!,#REF!,326253000,,1,1,106,"59,414",,43,-78.9
Rochester,New York,United States,North America,,,,,"1,177,566",#VALUE!,"1,177,566",#VALUE!,#REF!,#REF!,326253000,,1,1,,"59,414",,43,-77.5
Albany,New York,United States,North America,,,,,"1,170,483",#VALUE!,"1,170,483",#VALUE!,#REF!,#REF!,326253000,,1,1,131,"59,414",,42.5,-73.75
Albuquerque,New Mexico,United States,North America,,,,,"1,162,777",#VALUE!,"1,162,777",#VALUE!,#REF!,#REF!,326253000,,1,-1,179,"36,020",,35,-106.5
Tulsa,Oklahoma,United States,North America,,,,,"1,122,259",#VALUE!,"1,122,259",#VALUE!,#REF!,#REF!,326253000,,-1,-1,83,"42,331",,36,-96
Fresno,California,United States,North America,,,,,"1,100,113",#VALUE!,"1,100,113",#VALUE!,#REF!,#REF!,326253000,,1,1,200,"51,374",,36.75,-119.75
Knoxville,Tennessee,United States,North America,,,,,"1,091,370",#VALUE!,"1,091,370",#VALUE!,#REF!,#REF!,326253000,,-1,-1,101,,,36,-84
Dayton,Ohio,United States,North America,,,,,"1,079,417",#VALUE!,"1,079,417",#VALUE!,#REF!,#REF!,326253000,,2,-1,,"41,871",,39.75,-84
El Paso,Texas,United States,North America,,,,,"1,045,180",#VALUE!,"1,045,180",#VALUE!,#REF!,#REF!,326253000,,-1,-1,200,,,31.75,-106.5
Tucson,Arizona,United States,North America,,,,,"1,039,697",#VALUE!,"1,039,697",#VALUE!,#REF!,#REF!,326253000,,-1,-1,120,"40,305",,32.75,-110.5
Cape Coral,Florida,United States,North America,,,,,"977,720",#VALUE!,"977,720",#VALUE!,#REF!,#REF!,326253000,,2,-1,,"39,563",,26.5,-82
Chattanooga,Tennessee,United States,North America,,,,,"936,142",#VALUE!,"936,142",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,,,35,-85.25
Omaha,Nebraska,United States,North America,,,,,"922,051",#VALUE!,"922,051",#VALUE!,#REF!,#REF!,326253000,,-1,-1,200,"48,627",,41.25,-96
Sarasota,Florida,United States,North America,,,,,"917,203",#VALUE!,"917,203",#VALUE!,#REF!,#REF!,326253000,,2,-1,,"39,563",,27.3,-82.5
Columbia,South Carolina,United States,North America,,,,,"913,797",#VALUE!,"913,797",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,,,34,-81
Little Rock,Arkansas,United States,North America,,,,,"893,610",#VALUE!,"893,610",#VALUE!,#REF!,#REF!,326253000,,-1,1,200,"36,011",,34.75,-92.25
McAllen,Texas,United States,North America,,,,,"868,167",#VALUE!,"868,167",#VALUE!,#REF!,#REF!,326253000,,-1,-1,200,,,26.25,-98.25
Bakersfield,California,United States,North America,,,,,"856,158",#VALUE!,"856,158",#VALUE!,#REF!,#REF!,326253000,,1,1,200,"51,374",,35.333,-119
Madison,Wisconsin,United States,North America,,,,,"843,793",#VALUE!,"843,793",#VALUE!,#REF!,#REF!,326253000,,2,-1,,,,43,-89.5
Baton Rouge,Louisiana,United States,North America,,,,,"815,298",#VALUE!,"815,298",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,"46,689",,30.75,-91
Modesto,California,United States,North America,,,,,"784,031",#VALUE!,"784,031",#VALUE!,#REF!,#REF!,326253000,,1,1,,"51,374",,37.5,-121
Des Moines,Iowa,United States,North America,,,,,"742,936",#VALUE!,"742,936",#VALUE!,#REF!,#REF!,326253000,,2,-1,200,"48,073",,41.5,-93.5
Syracuse,New York,United States,North America,,,,,"740,486",#VALUE!,"740,486",#VALUE!,#REF!,#REF!,326253000,,1,1,,"59,414",,43,-76
South Bend,Indiana,United States,North America,,,,,"721,296",#VALUE!,"721,296",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,"41,062",,41.75,-86.25
Boise,Idaho,United States,North America,,,,,"717,388",#VALUE!,"717,388",#VALUE!,#REF!,#REF!,326253000,,-1,-1,200,"34,754",,43.5,-116
Charleston,West Virginia,United States,North America,,,,,"705,264",#VALUE!,"705,264",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,,,38.5,-81.5
Lexington,Kentucky,United States,North America,,,,,"703,271",#VALUE!,"703,271",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,"36,942",,38,-84.5
Charleston,South Carolina,United States,North America,,,,,"697,439",#VALUE!,"697,439",#VALUE!,#REF!,#REF!,326253000,,-1,-1,200,,,32.75,-80
Springfield,Massachusetts,United States,North America,,,,,"697,258",#VALUE!,"697,258",#VALUE!,#REF!,#REF!,326253000,,1,1,,"57,332",,42.1,-72.5
Huntsville,Alabama,United States,North America,,,,,"679,743",#VALUE!,"679,743",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,"36,311",,34.75,-86.5
Spokane,Washington,United States,North America,,,,,"674,610",#VALUE!,"674,610",#VALUE!,#REF!,#REF!,326253000,,1,1,,"45,135",,47.6,-117.5
Wichita,Kansas,United States,North America,,,,,"672,393",#VALUE!,"672,393",#VALUE!,#REF!,#REF!,326253000,,-1,-1,200,"44,758",,37.75,-97.3333
Jackson,Mississippi,United States,North America,,,,,"669,133",#VALUE!,"669,133",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,"33,199",,32.25,-90.25
Colorado Springs,Colorado,United States,North America,,,,,"668,353",#VALUE!,"668,353",#VALUE!,#REF!,#REF!,326253000,,2,1,,"50,752",,39,-104.75
Youngstown,Pennsylvania,United States,North America,,,,,"664,713",#VALUE!,"664,713",#VALUE!,#REF!,#REF!,326253000,,2,-1,,"45,170",,40.25,-79.3333
Toledo,Ohio,United States,North America,,,,,"650,050",#VALUE!,"650,050",#VALUE!,#REF!,#REF!,326253000,,2,-1,,"41,871",,41.6666,-83.6
Portland,Maine,United States,North America,,,,,"625,726",#VALUE!,"625,726",#VALUE!,#REF!,#REF!,326253000,,1,1,,"40,060",,43.7,-70.25
Fort Wayne,Indiana,United States,North America,,,,,"616,785",#VALUE!,"616,785",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,"41,062",,41,-85
Lakeland,Florida,United States,North America,,,,,"616,158",#VALUE!,"616,158",#VALUE!,#REF!,#REF!,326253000,,2,-1,,"39,563",,28,-82
Lafayette,Louisiana,United States,North America,,,,,"611,774",#VALUE!,"611,774",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,"46,689",,30.25,-92
Mobile,Alabama,United States,North America,,,,,"604,726",#VALUE!,"604,726",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,"36,311",,30.75,-88
Visalia,California,United States,North America,,,,,"603,341",#VALUE!,"603,341",#VALUE!,#REF!,#REF!,326253000,,1,1,,"51,374",,36.3,-119.25
Reno,Nevada,United States,North America,,,,,"587,004",#VALUE!,"587,004",#VALUE!,#REF!,#REF!,326253000,,2,-1,,"46,818",,39.5,-119.75
Augusta,Georgia,United States,North America,,,,,"575,898",#VALUE!,"575,898",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,"41,223",,33.5,-82
Scranton,Pennsylvania,United States,North America,,,,,"563,629",#VALUE!,"563,629",#VALUE!,#REF!,#REF!,326253000,,2,-1,,"45,170",,41.5,-75.6666
Palm Bay,Florida,United States,North America,,,,,"547,307",#VALUE!,"547,307",#VALUE!,#REF!,#REF!,326253000,,2,-1,,"39,563",,28,-80.6666
Fayetteville,North Carolina,United States,North America,,,,,"546,175",#VALUE!,"546,175",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,"42,190",,35,-79
Lansing,Michigan,United States,North America,,,,,"534,964",#VALUE!,"534,964",#VALUE!,#REF!,#REF!,326253000,,2,-1,,"37,708",,42.75,-84.5
Springfield,Missouri,United States,North America,,,,,"529,141",#VALUE!,"529,141",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,"41,041",,42.2,-72.5
Lancaster,Pennsylvania,United States,North America,,,,,"526,823",#VALUE!,"526,823",#VALUE!,#REF!,#REF!,326253000,,2,-1,,"45,170",,40,-76.25
Kalamazoo,Michigan,United States,North America,,,,,"525,929",#VALUE!,"525,929",#VALUE!,#REF!,#REF!,326253000,,2,-1,,"37,708",,42.25,-85.6
Savannah,Georgia,United States,North America,,,,,"516,154",#VALUE!,"516,154",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,"41,223",,32,-81
Corpus Christi,Texas,United States,North America,,,,,"511,319",#VALUE!,"511,319",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,,,27.75,-97.5
Johnson City,Tennessee,United States,North America,,,,,"509,690",#VALUE!,"509,690",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,,,36.33333,-82.33
Columbus,Georgia,United States,North America,,,,,"491,852",#VALUE!,"491,852",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,"41,223",,32.5,-85
Fayetteville,Arkansas,United States,North America,,,,,"482,200",#VALUE!,"482,200",#VALUE!,#REF!,#REF!,326253000,,-1,1,,"36,011",,36,-94
Davenport,Iowa,United States,North America,,,,,"474,226",#VALUE!,"474,226",#VALUE!,#REF!,#REF!,326253000,,2,-1,,"48,073",,41.5,-90.5
Asheville,North Carolina,United States,North America,,,,,"465,255",#VALUE!,"465,255",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,"42,190",,35.5,-82.5
Pensacola,Florida,United States,North America,,,,,"461,227",#VALUE!,"461,227",#VALUE!,#REF!,#REF!,326253000,,2,-1,,"39,563",,30.5,-87.25
Myrtle Beach,South Carolina,United States,North America,,,,,"454,731",#VALUE!,"454,731",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,,,33.75,-79
Shreveport,Louisiana,United States,North America,,,,,"447,193",#VALUE!,"447,193",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,"46,689",,32.5,-93.75
Rockford,Illinois,United States,North America,,,,,"445,816",#VALUE!,"445,816",#VALUE!,#REF!,#REF!,326253000,,1,1,,"50,058",,42.25,-89
Brownsville,Texas,United States,North America,,,,,"437,615",#VALUE!,"437,615",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,,,26,-97.5
Santa Barbara,California,United States,North America,,,,,"431,249",#VALUE!,"431,249",#VALUE!,#REF!,#REF!,326253000,,1,1,,"51,374",,34.5,-119.75
Salinas,California,United States,North America,,,,,"426,762",#VALUE!,"426,762",#VALUE!,#REF!,#REF!,326253000,,1,1,,"51,374",,36.6666,-121.6666
Killeen,Texas,United States,North America,,,,,"420,375",#VALUE!,"420,375",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,,,31,-97.75
Cedar Rapids,Iowa,United States,North America,,,,,"419,992",#VALUE!,"419,992",#VALUE!,#REF!,#REF!,326253000,,2,-1,,"48,073",,42,-91.6666
Macon,Georgia,United States,North America,,,,,"418,201",#VALUE!,"418,201",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,"41,223",,32.8,-83.66666
Peoria,Illinois,United States,North America,,,,,"417,098",#VALUE!,"417,098",#VALUE!,#REF!,#REF!,326253000,,1,1,,"50,058",,40.75,-89.5
Hickory,North Carolina,United States,North America,,,,,"408,625",#VALUE!,"408,625",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,"42,190",,35.75,-81.33333
Beaumont,Texas,United States,North America,,,,,"404,180",#VALUE!,"404,180",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,,,30,-94
Tallahassee,Florida,United States,North America,,,,,"402,880",#VALUE!,"402,880",#VALUE!,#REF!,#REF!,326253000,,2,-1,,"39,563",,30.5,-84.25
Appleton,Wisconsin,United States,North America,,,,,"397,244",#VALUE!,"397,244",#VALUE!,#REF!,#REF!,326253000,,2,-1,,,,44.25,-88.5
Saginaw,Michigan,United States,North America,,,,,"389,110",#VALUE!,"389,110",#VALUE!,#REF!,#REF!,326253000,,2,-1,,"37,708",,43.5,-84
Salisbury,Maryland,United States,North America,,,,,"381,868",#VALUE!,"381,868",#VALUE!,#REF!,#REF!,326253000,,1,1,,,,38.666,-75.5
Gulfport,Mississippi,United States,North America,,,,,"379,582",#VALUE!,"379,582",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,"33,199",,30.5,-89
Montgomery,Alabama,United States,North America,,,,,"377,149",#VALUE!,"377,149",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,"36,311",,32.3333,-86.25
Erie,Pennsylvania,United States,North America,,,,,"368,244",#VALUE!,"368,244",#VALUE!,#REF!,#REF!,326253000,,2,-1,,"45,170",,42,-80
Green Bay,Wisconsin,United States,North America,,,,,"357,045",#VALUE!,"357,045",#VALUE!,#REF!,#REF!,326253000,,2,-1,,,,44.5,-88
Eugene,Oregon,United States,North America,,,,,"354,542",#VALUE!,"354,542",#VALUE!,#REF!,#REF!,326253000,,1,1,,"43,622",,44,-123
Gainesville,Florida,United States,North America,,,,,"336,198",#VALUE!,"336,198",#VALUE!,#REF!,#REF!,326253000,,2,-1,,"39,563",,29.6666,-89.3333
Ocala,Florida,United States,North America,,,,,"335,125",#VALUE!,"335,125",#VALUE!,#REF!,#REF!,326253000,,2,-1,,"39,563",,29.18,-82.1
Lincoln,Nebraska,United States,North America,,,,,"332,148",#VALUE!,"332,148",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,"48,627",,40.8,-96.6666
Lubbock,Texas,United States,North America,,,,,"320,741",#VALUE!,"320,741",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,,,33.5,-101.85
Springfield,Illinois,United States,North America,,,,,"317,206",#VALUE!,"317,206",#VALUE!,#REF!,#REF!,326253000,,1,1,,"50,058",,39.66666,-89.6
Evansville,Indiana,United States,North America,,,,,"313,433",#VALUE!,"313,433",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,"41,062",,38,-87.5
Fort Collins,Colorado,United States,North America,,,,,"310,487",#VALUE!,"310,487",#VALUE!,#REF!,#REF!,326253000,,2,1,,"50,752",,40.5,-105
Roanoke,Virginia,United States,North America,,,,,"310,118",#VALUE!,"310,118",#VALUE!,#REF!,#REF!,326253000,,2,-1,,,,37.25,-79.9
Rocky Mount,North Carolina,United States,North America,,,,,"308,963",#VALUE!,"308,963",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,"42,190",,36,-77.75
Wausau,Wisconsin,United States,North America,,,,,"307,984",#VALUE!,"307,984",#VALUE!,#REF!,#REF!,326253000,,2,-1,,,,45,-89.5
Utica,New York,United States,North America,,,,,"298,064",#VALUE!,"298,064",#VALUE!,#REF!,#REF!,326253000,,1,1,,"59,414",,43,-75.25
Midland-Odessa,Texas,United States,North America,,,,,"295,987",#VALUE!,"295,987",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,,,32,-102
Medford,Oregon,United States,North America,,,,,"289,342",#VALUE!,"289,342",#VALUE!,#REF!,#REF!,326253000,,1,1,,"43,622",,42.33,-122.9
Longview,Texas,United States,North America,,,,,"284,129",#VALUE!,"284,129",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,,,32.5,-94.75
Fort Smith,Arkansas,United States,North America,,,,,"280,521",#VALUE!,"280,521",#VALUE!,#REF!,#REF!,326253000,,-1,1,,"36,011",,35.67,-94.35
Amarillo,Texas,United States,North America,,,,,"279,500",#VALUE!,"279,500",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,,,35.18,-101.83
Duluth,Minnesota,United States,North America,,,,,"279,452",#VALUE!,"279,452",#VALUE!,#REF!,#REF!,326253000,,1,1,,"49,972",,46.1,-92.1
San Luis Obispo,California,United States,North America,,,,,"274,804",#VALUE!,"274,804",#VALUE!,#REF!,#REF!,326253000,,1,1,,"51,374",,35.2,-120.666
Clarksville,Tennessee,United States,North America,,,,,"274,804",#VALUE!,"274,804",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,,,36.9,-87.5
Kennewick,Washington,United States,North America,,,,,"268,243",#VALUE!,"268,243",#VALUE!,#REF!,#REF!,326253000,,1,1,,"45,135",,46.2,-119.18
Tyler,Texas,United States,North America,,,,,"266,027",#VALUE!,"266,027",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,,,32.3333,-95.3
Bloomsburg,Pennsylvania,United States,North America,,,,,"264,295",#VALUE!,"264,295",#VALUE!,#REF!,#REF!,326253000,,,,,,,41,-76.455
Wilmington,North Carolina,United States,North America,,,,,"263,429",#VALUE!,"263,429",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,"42,190",,34.2,-77.9
Laredo,Texas,United States,North America,,,,,"259,172",#VALUE!,"259,172",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,,,27.9,-99.5
Waco,Texas,United States,North America,,,,,"256,317",#VALUE!,"256,317",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,,,31.5,-97.18
Lynchburg,Virginia,United States,North America,,,,,"255,342",#VALUE!,"255,342",#VALUE!,#REF!,#REF!,326253000,,2,-1,,,,37.4,-79.18
Monroe,Louisiana,United States,North America,,,,,"252,294",#VALUE!,"252,294",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,"46,689",,32.5,-92.1
Dothan,Alabama,United States,North America,,,,,"249,316",#VALUE!,"249,316",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,"36,311",,31.2,-85.4
Rochester,Minnesota,United States,North America,,,,,"248,979",#VALUE!,"248,979",#VALUE!,#REF!,#REF!,326253000,,1,1,,"49,972",,44,-92.5
Binghamton,New York,United States,North America,,,,,"248,538",#VALUE!,"248,538",#VALUE!,#REF!,#REF!,326253000,,1,1,,"59,414",,42.1,-75.9
Crestview,Florida,United States,North America,,,,,"247,665",#VALUE!,"247,665",#VALUE!,#REF!,#REF!,326253000,,2,-1,,"39,563",,30.75,-86.5
Harrisonburg,Virginia,United States,North America,,,,,"247,058",#VALUE!,"247,058",#VALUE!,#REF!,#REF!,326253000,,,,,,,38.4,-78.9
Yakima,Washington,United States,North America,,,,,"246,977",#VALUE!,"246,977",#VALUE!,#REF!,#REF!,326253000,,1,1,,"45,135",,46.55,-120.5
Redding,California,United States,North America,,,,,"241,992",#VALUE!,"241,992",#VALUE!,#REF!,#REF!,326253000,,1,1,,"51,374",,40.55,-122.36
Lafayette,Indiana,United States,North America,,,,,"239,434",#VALUE!,"239,434",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,"41,062",,40.45,-86.9
Fargo,North Dakota,United States,North America,,,,,"239,114",#VALUE!,"239,114",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,,,46.9,-96.85
Sioux Falls,South Dakota,United States,North America,,,,,"237,251",#VALUE!,"237,251",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,,,43.5,-96.75
State College,Pennsylvania,United States,North America,,,,,"236,355",#VALUE!,"236,355",#VALUE!,#REF!,#REF!,326253000,,2,-1,,"45,170",,40.8,-77.84
Topeka,Kansas,United States,North America,,,,,"234,566",#VALUE!,"234,566",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,"44,758",,39,-95.667
College Station,Texas,United States,North America,,,,,"234,501",#VALUE!,"234,501",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,,,30.5,-96.3
Champaign-Urbana,Illinois,United States,North America,,,,,"233,788",#VALUE!,"233,788",#VALUE!,#REF!,#REF!,326253000,,1,1,,"50,058",,40,-88.25
Tuscaloosa,Alabama,United States,North America,,,,,"233,389",#VALUE!,"233,389",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,"36,311",,33.20654,-87.534
Idaho Falls,Idaho,United States,North America,,,,,"231,995",#VALUE!,"231,995",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,"34,754",,43.5,-112
Bloomington,Illinois,United States,North America,,,,,"227,362",#VALUE!,"227,362",#VALUE!,#REF!,#REF!,326253000,,1,1,,"50,058",,40.5,-89
Charlottesville,Virginia,United States,North America,,,,,"222,860",#VALUE!,"222,860",#VALUE!,#REF!,#REF!,326253000,,2,-1,,,,38.0299,-78.479
Chico,California,United States,North America,,,,,"221,539",#VALUE!,"221,539",#VALUE!,#REF!,#REF!,326253000,,1,1,,"51,374",,39.75,-121.82
Lima,Ohio,United States,North America,,,,,"220,591",#VALUE!,"220,591",#VALUE!,#REF!,#REF!,326253000,,2,-1,,"41,871",,40.75,-84.1
Greenville,North Carolina,United States,North America,,,,,"220,061",#VALUE!,"220,061",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,"42,190",,35.6,-77.35
Columbia,Missouri,United States,North America,,,,,"219,486",#VALUE!,"219,486",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,"41,041",,38.95,-92.333
Johnstown,Pennsylvania,United States,North America,,,,,"218,541",#VALUE!,"218,541",#VALUE!,#REF!,#REF!,326253000,,,,,,,40.333,-78.9
Mansfield,Ohio,United States,North America,,,,,"218,414",#VALUE!,"218,414",#VALUE!,#REF!,#REF!,326253000,,2,-1,,"41,871",,40.75,-82.5
Claremont,New Hampshire,United States,North America,,,,,"217,390",#VALUE!,"217,390",#VALUE!,#REF!,#REF!,326253000,,,,,,,43.36,-72.3333
Bowling Green,Kentucky,United States,North America,,,,,"214,831",#VALUE!,"214,831",#VALUE!,#REF!,#REF!,326253000,,,,,,,37,-86.5
Burlington,Vermont,United States,North America,,,,,"213,701",#VALUE!,"213,701",#VALUE!,#REF!,#REF!,326253000,,1,1,,,,44.45,-73.2
Prescott,Arizona,United States,North America,,,,,"212,637",#VALUE!,"212,637",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,"40,305",,34.5,-112.5
Houma,Louisiana,United States,North America,,,,,"208,922",#VALUE!,"208,922",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,"46,689",,29.5,-90.7
Bloomington,Indiana,United States,North America,,,,,"208,477",#VALUE!,"208,477",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,"41,062",,39.1,-86.5
Eau Claire,Wisconsin,United States,North America,,,,,"207,671",#VALUE!,"207,671",#VALUE!,#REF!,#REF!,326253000,,2,-1,,,,44.85,-91.5
Pueblo,Colorado,United States,North America,,,,,"207,640",#VALUE!,"207,640",#VALUE!,#REF!,#REF!,326253000,,2,1,,"50,752",,38.2,-104.6
Joplin,Missouri,United States,North America,,,,,"206,563",#VALUE!,"206,563",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,"41,041",,37.1,-94.5
Florence,South Carolina,United States,North America,,,,,"206,087",#VALUE!,"206,087",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,,,34.2,-79.75
Bellingham,Washington,United States,North America,,,,,"205,262",#VALUE!,"205,262",#VALUE!,#REF!,#REF!,326253000,,1,1,,"45,135",,48.75,-122.474975
Lake Charles,Louisiana,United States,North America,,,,,"201,195",#VALUE!,"201,195",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,"46,689",,30.2,-93.2
Yuma,Arizona,United States,North America,,,,,"200,022",#VALUE!,"200,022",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,"40,305",,32.7,-114.6
New Bern,North Carolina,United States,North America,,,,,"195,751",#VALUE!,"195,751",#VALUE!,#REF!,#REF!,326253000,,,,,,,35.1,-77
Hilton Head,South Carolina,United States,North America,,,,,"193,882",#VALUE!,"193,882",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,,,32.16,-80.75
Fairmont,West Virginia,United States,North America,,,,,"190,842",#VALUE!,"190,842",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,,,39.5,-80.15
Elmira,New York,United States,North America,,,,,"187,974",#VALUE!,"187,974",#VALUE!,#REF!,#REF!,326253000,,,,,,,42.1,-76.8
Panama City,Florida,United States,North America,,,,,"187,621",#VALUE!,"187,621",#VALUE!,#REF!,#REF!,326253000,,2,-1,,"39,563",,30.16,-85.65
Jacksonville,North Carolina,United States,North America,,,,,"183,263",#VALUE!,"183,263",#VALUE!,#REF!,#REF!,326253000,,-1,-1,,"42,190",,34.75,-77.46
Sioux City,Iowa,United States,North America,,,,,"183,052",#VALUE!,"183,052",#VALUE!,#REF!,#REF!,326253000,,2,-1,,"48,073",,42.5,-96.4
Bend,Oregon,United States,North America,,,,,"183,006",#VALUE!,"183,006",#VALUE!,#REF!,#REF!,326253000,,1,1,,"43,622",,44.05,-121.3
Blacksburg,Virginia,United States,North America,,,,,"178,933",#VALUE!,"178,933",#VALUE!,#REF!,#REF!,326253000,,2,-1,,,,37.2,-80.4
