CSA,CBSA,MDIV,STCOU,NAME,LSAD,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,NPOPCHG2010,NPOPCHG2011,NPOPCHG2012,NPOPCHG2013,NPOPCHG2014,NPOPCHG2015,NPOPCHG2016,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,BIRTHS2016,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,DEATHS2016,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,NATURALINC2016,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,INTERNATIONALMIG2016,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,DOMESTICMIG2016,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,NETMIG2016,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,RESIDUAL2016
294,42980,,18071,"Jackson County, IN",County or equivalent,42376,42380,42577,42940,43028,43484,43717,43941,44013,197,363,88,456,233,224,72,129,580,521,597,596,628,613,86,449,447,430,492,459,444,43,131,74,167,104,169,169,17,85,82,69,81,88,87,130,151,-63,197,63,-44,-166,147,236,19,266,144,44,-79,7,-4,-5,23,-15,11,-18
296,,,,"Ithaca-Cortland, NY",Combined Statistical Area,150900,150879,151019,151608,152289,153308,153373,152993,152941,140,589,681,1019,65,-380,-52,368,1321,1389,1382,1344,1335,1319,206,1122,1100,1179,1091,1062,1053,162,199,289,203,253,273,266,236,1022,1047,1048,1150,1188,1173,-251,-704,-660,-214,-1316,-1824,-1444,-15,318,387,834,-166,-636,-271,-7,72,5,-18,-22,-17,-47
296,18660,,,"Cortland, NY",Micropolitan Statistical Area,49336,49285,49245,49497,49154,49038,48875,48429,48070,-40,252,-343,-116,-163,-446,-359,121,477,454,464,488,478,465,85,430,448,504,401,406,422,36,47,6,-40,87,72,43,10,20,15,16,19,20,20,-78,127,-369,-82,-252,-501,-405,-68,147,-354,-66,-233,-481,-385,-8,58,5,-10,-17,-37,-17
296,18660,,36023,"Cortland County, NY",County or equivalent,49336,49285,49245,49497,49154,49038,48875,48429,48070,-40,252,-343,-116,-163,-446,-359,121,477,454,464,488,478,465,85,430,448,504,401,406,422,36,47,6,-40,87,72,43,10,20,15,16,19,20,20,-78,127,-369,-82,-252,-501,-405,-68,147,-354,-66,-233,-481,-385,-8,58,5,-10,-17,-37,-17
296,27060,,,"Ithaca, NY",Metropolitan Statistical Area,101564,101594,101774,102111,103135,104270,104498,104564,104871,180,337,1024,1135,228,66,307,247,844,935,918,856,857,854,121,692,652,675,690,656,631,126,152,283,243,166,201,223,226,1002,1032,1032,1131,1168,1153,-173,-831,-291,-132,-1064,-1323,-1039,53,171,741,900,67,-155,114,1,14,0,-8,-5,20,-30
296,27060,,36109,"Tompkins County, NY",County or equivalent,101564,101594,101774,102111,103135,104270,104498,104564,104871,180,337,1024,1135,228,66,307,247,844,935,918,856,857,854,121,692,652,675,690,656,631,126,152,283,243,166,201,223,226,1002,1032,1032,1131,1168,1153,-173,-831,-291,-132,-1064,-1323,-1039,53,171,741,900,67,-155,114,1,14,0,-8,-5,20,-30
297,,,,"Jackson-Brownsville, TN",Combined Statistical Area,148798,148825,148803,148362,148624,148901,148328,147616,147380,-22,-441,262,277,-573,-712,-236,454,1789,1882,1903,1864,1802,1769,336,1446,1405,1482,1483,1529,1541,118,343,477,421,381,273,228,8,81,61,71,84,89,89,-133,-866,-271,-232,-1027,-1134,-578,-125,-785,-210,-161,-943,-1045,-489,-15,1,-5,17,-11,60,25
297,15140,,,"Brownsville, TN",Micropolitan Statistical Area,18787,18807,18787,18568,18281,18256,18226,18028,17853,-20,-219,-287,-25,-30,-198,-175,65,219,216,236,238,200,194,22,188,199,190,182,182,220,43,31,17,46,56,18,-26,0,3,1,6,7,7,7,-58,-279,-309,-83,-87,-224,-154,-58,-276,-308,-77,-80,-217,-147,-5,26,4,6,-6,1,-2
297,15140,,47075,"Haywood County, TN",County or equivalent,18787,18807,18787,18568,18281,18256,18226,18028,17853,-20,-219,-287,-25,-30,-198,-175,65,219,216,236,238,200,194,22,188,199,190,182,182,220,43,31,17,46,56,18,-26,0,3,1,6,7,7,7,-58,-279,-309,-83,-87,-224,-154,-58,-276,-308,-77,-80,-217,-147,-5,26,4,6,-6,1,-2
297,27180,,,"Jackson, TN",Metropolitan Statistical Area,130011,130018,130016,129794,130343,130645,130102,129588,129527,-2,-222,549,302,-543,-514,-61,389,1570,1666,1667,1626,1602,1575,314,1258,1206,1292,1301,1347,1321,75,312,460,375,325,255,254,8,78,60,65,77,82,82,-75,-587,38,-149,-940,-910,-424,-67,-509,98,-84,-863,-828,-342,-10,-25,-9,11,-5,59,27
297,27180,,47023,"Chester County, TN",County or equivalent,17131,17143,17184,17222,17213,17340,17358,17413,17453,41,38,-9,127,18,55,40,45,182,180,206,202,183,189,19,189,166,178,199,181,151,26,-7,14,28,3,2,38,1,9,-2,0,2,2,2,18,16,-21,88,-1,38,3,19,25,-23,88,1,40,5,-4,20,0,11,14,13,-3
297,27180,,47033,"Crockett County, TN",County or equivalent,14586,14576,14574,14550,14607,14590,14614,14566,14411,-2,-24,57,-17,24,-48,-155,47,175,172,182,180,168,167,25,176,190,163,182,157,180,22,-1,-18,19,-2,11,-13,0,7,4,4,3,4,4,-21,-34,72,-38,34,-57,-144,-21,-27,76,-34,37,-53,-140,-3,4,-1,-2,-11,-6,-2
297,27180,,47113,"Madison County, TN",County or equivalent,98294,98299,98258,98022,98523,98715,98130,97609,97663,-41,-236,501,192,-585,-521,54,297,1213,1314,1279,1244,1251,1219,270,893,850,951,920,1009,990,27,320,464,328,324,242,229,7,62,58,61,72,76,76,-72,-569,-13,-199,-973,-891,-283,-65,-507,45,-138,-901,-815,-207,-3,-49,-8,2,-8,52,32
298,,,,"Jackson-Vicksburg-Brookhaven, MS",Combined Statistical Area,660368,660885,662057,666948,668873,669592,670667,669980,670031,1172,4891,1925,719,1075,-687,51,2109,9061,9010,8680,8883,8592,8560,1093,5872,5874,6145,6151,6260,6373,1016,3189,3136,2535,2732,2332,2187,142,532,550,478,552,585,565,65,976,-1735,-2212,-2229,-3262,-2875,207,1508,-1185,-1734,-1677,-2677,-2310,-51,194,-26,-82,20,-342,174
298,15020,,,"Brookhaven, MS",Micropolitan Statistical Area,34869,34869,34878,34856,34835,34733,34763,34601,34523,9,-22,-21,-102,30,-162,-78,106,437,488,470,468,453,460,66,404,394,417,418,384,399,40,33,94,53,50,69,61,4,11,6,6,6,6,6,-31,-63,-117,-176,-22,-208,-130,-27,-52,-111,-170,-16,-202,-124,-4,-3,-4,15,-4,-29,-15
298,15020,,28085,"Lincoln County, MS",County or equivalent,34869,34869,34878,34856,34835,34733,34763,34601,34523,9,-22,-21,-102,30,-162,-78,106,437,488,470,468,453,460,66,404,394,417,418,384,399,40,33,94,53,50,69,61,4,11,6,6,6,6,6,-31,-63,-117,-176,-22,-208,-130,-27,-52,-111,-170,-16,-202,-124,-4,-3,-4,15,-4,-29,-15
298,27140,,,"Jackson, MS",Metropolitan Statistical Area,567122,567645,568791,574032,576464,577382,578733,578666,579229,1146,5241,2432,918,1351,-67,563,1810,7882,7808,7479,7659,7378,7363,941,4845,4933,5106,5108,5275,5354,869,3037,2875,2373,2551,2103,2009,133,490,509,426,491,522,502,185,1513,-914,-1777,-1738,-2450,-2151,318,2003,-405,-1351,-1247,-1928,-1649,-41,201,-38,-104,47,-242,203
298,27140,,28029,"Copiah County, MS",County or equivalent,29449,29449,29428,29267,28956,28825,28882,28754,28482,-21,-161,-311,-131,57,-128,-272,88,421,378,372,366,334,337,43,316,313,343,313,328,318,45,105,65,29,53,6,19,2,7,8,21,22,21,21,-68,-262,-390,-179,-10,-154,-326,-66,-255,-382,-158,12,-133,-305,0,-11,6,-2,-8,-1,14
298,27140,,28049,"Hinds County, MS",County or equivalent,245285,245365,245694,247898,247694,245918,244906,243234,241229,329,2204,-204,-1776,-1012,-1672,-2005,822,3454,3439,3307,3380,3237,3209,401,1994,2008,2102,2210,2074,2107,421,1460,1431,1205,1170,1163,1102,60,199,194,198,229,242,234,-124,503,-1832,-3180,-2394,-2984,-3381,-64,702,-1638,-2982,-2165,-2742,-3147,-28,42,3,1,-17,-93,40
298,27140,,28089,"Madison County, MS",County or equivalent,95203,95203,95587,97171,98549,100187,101698,103409,105114,384,1584,1378,1638,1511,1711,1705,276,1247,1313,1240,1324,1324,1346,212,929,983,1020,958,1126,1188,64,318,330,220,366,198,158,47,172,170,142,159,166,162,279,883,911,1387,861,1461,1149,326,1055,1081,1529,1020,1627,1311,-6,211,-33,-111,125,-114,236
298,27140,,28121,"Rankin County, MS",County or equivalent,141617,142061,142490,144085,145598,147040,148012,148770,150228,429,1595,1513,1442,972,758,1458,448,1992,1945,1875,1903,1825,1826,207,1054,1070,1020,1022,1159,1181,241,938,875,855,881,666,645,20,76,108,45,53,63,55,160,609,539,518,85,57,841,180,685,647,563,138,120,896,8,-28,-9,24,-47,-28,-83
298,27140,,28127,"Simpson County, MS",County or equivalent,27503,27502,27510,27379,27384,27485,27493,27122,26912,8,-131,5,101,8,-371,-210,90,363,352,316,343,281,287,43,301,295,303,288,293,301,47,62,57,13,55,-12,-14,2,22,14,8,8,8,8,-35,-211,-62,80,-51,-362,-195,-33,-189,-48,88,-43,-354,-187,-6,-4,-4,0,-4,-5,-9
298,27140,,28163,"Yazoo County, MS",County or equivalent,28065,28065,28082,28232,28283,27927,27742,27377,27264,17,150,51,-356,-185,-365,-113,86,405,381,369,343,377,358,35,251,264,318,317,295,259,51,154,117,51,26,82,99,2,14,15,12,20,22,22,-27,-9,-80,-403,-229,-468,-239,-25,5,-65,-391,-209,-446,-217,-9,-9,-1,-16,-2,-1,5
298,46980,,,"Vicksburg, MS",Micropolitan Statistical Area,58377,58371,58388,58060,57574,57477,57171,56713,56279,17,-328,-486,-97,-306,-458,-434,193,742,714,731,756,761,737,86,623,547,622,625,601,620,107,119,167,109,131,160,117,5,31,35,46,55,57,57,-89,-474,-704,-259,-469,-604,-594,-84,-443,-669,-213,-414,-547,-537,-6,-4,16,7,-23,-71,-14
298,46980,,28021,"Claiborne County, MS",County or equivalent,9604,9598,9572,9785,9380,9167,9186,9171,9139,-26,213,-405,-213,19,-15,-32,35,120,107,110,134,129,130,9,89,89,99,112,99,102,26,31,18,11,22,30,28,1,5,1,8,9,9,9,-53,169,-438,-231,-9,-52,-74,-52,174,-437,-223,0,-43,-65,0,8,14,-1,-3,-2,5
298,46980,,28149,"Warren County, MS",County or equivalent,48773,48773,48816,48275,48194,48310,47985,47542,47140,43,-541,-81,116,-325,-443,-402,158,622,607,621,622,632,607,77,534,458,523,513,502,518,81,88,149,98,109,130,89,4,26,34,38,46,48,48,-36,-643,-266,-28,-460,-552,-520,-32,-617,-232,10,-414,-504,-472,-6,-12,2,8,-20,-69,-19
300,,,,"Jacksonville-St. Marys-Palatka, FL-GA",Combined Statistical Area,1470473,1470472,1474048,1486151,1503559,1519230,1543713,1572469,1603497,3576,12103,17408,15671,24483,28756,31028,4646,19359,18989,19076,19566,19802,19819,2916,12207,12334,13000,13133,13970,14411,1730,7152,6655,6076,6433,5832,5408,945,3375,4512,3802,4143,4560,4091,898,1595,6342,5724,13014,17862,20162,1843,4970,10854,9526,17157,22422,24253,3,-19,-101,69,893,502,1367
300,27260,,,"Jacksonville, FL",Metropolitan Statistical Area,1345596,1345595,1349137,1362140,1379131,1395363,1419765,1448016,1478212,3542,13003,16991,16232,24402,28251,30196,4238,17668,17366,17418,17942,18182,18248,2605,10966,11141,11740,11854,12630,13137,1633,6702,6225,5678,6088,5552,5111,883,3365,4231,3672,4032,4393,3996,1022,2938,6631,6736,13370,17850,19690,1905,6303,10862,10408,17402,22243,23686,4,-2,-96,146,912,456,1399
300,27260,,12003,"Baker County, FL",County or equivalent,27115,27115,27080,27073,27055,27001,27143,27424,27937,-35,-7,-18,-54,142,281,513,81,360,344,312,392,332,344,79,228,226,247,209,215,243,2,132,118,65,183,117,101,0,9,12,14,16,17,17,-36,-147,-147,-146,-40,134,400,-36,-138,-135,-132,-24,151,417,-1,-1,-1,13,-17,13,-5
300,27260,,12019,"Clay County, FL",County or equivalent,190865,190865,191436,192375,194260,196276,199501,203383,208311,571,939,1885,2016,3225,3882,4928,516,2107,2086,2064,2106,2147,2163,338,1484,1487,1529,1558,1726,1755,178,623,599,535,548,421,408,114,462,470,365,395,444,391,286,-205,868,1162,2161,2998,3911,400,257,1338,1527,2556,3442,4302,-7,59,-52,-46,121,19,218
300,27260,,12031,"Duval County, FL",County or equivalent,864263,864263,865825,872480,880870,886873,898372,912081,926255,1562,6655,8390,6003,11499,13709,14174,3023,12575,12391,12306,12663,12764,12763,1750,7034,7287,7551,7668,8014,8379,1273,5541,5104,4755,4995,4750,4384,723,2719,3447,3043,3335,3616,3304,-406,-1233,-79,-1953,3036,4634,6165,317,1486,3368,1090,6371,8250,9469,-28,-372,-82,158,133,709,321
300,27260,,12089,"Nassau County, FL",County or equivalent,73314,73314,73530,74162,74638,75606,76598,78470,80622,216,632,476,968,992,1872,2152,187,779,733,768,741,767,779,127,708,661,731,727,794,862,60,71,72,37,14,-27,-83,15,50,80,65,74,82,71,142,478,344,814,784,1883,1930,157,528,424,879,858,1965,2001,-1,33,-20,52,120,-66,234
300,27260,,12109,"St. Johns County, FL",County or equivalent,190039,190038,191266,196050,202308,209607,218151,226658,235087,1228,4784,6258,7299,8544,8507,8429,431,1847,1812,1968,2040,2172,2199,311,1512,1480,1682,1692,1881,1898,120,335,332,286,348,291,301,31,125,222,185,212,234,213,1036,4045,5645,6859,7429,8201,7284,1067,4170,5867,7044,7641,8435,7497,41,279,59,-31,555,-219,631
300,37260,,,"Palatka, FL",Micropolitan Statistical Area,74364,74364,74245,73688,73021,72377,71936,71910,72277,-119,-557,-667,-644,-441,-26,367,214,903,825,795,825,847,804,263,968,874,947,949,999,951,-49,-65,-49,-152,-124,-152,-147,10,12,16,12,21,24,27,-80,-489,-634,-400,-304,89,555,-70,-477,-618,-388,-283,113,582,0,-15,0,-104,-34,13,-68
300,37260,,12107,"Putnam County, FL",County or equivalent,74364,74364,74245,73688,73021,72377,71936,71910,72277,-119,-557,-667,-644,-441,-26,367,214,903,825,795,825,847,804,263,968,874,947,949,999,951,-49,-65,-49,-152,-124,-152,-147,10,12,16,12,21,24,27,-80,-489,-634,-400,-304,89,555,-70,-477,-618,-388,-283,113,582,0,-15,0,-104,-34,13,-68
300,41220,,,"St. Marys, GA",Micropolitan Statistical Area,50513,50513,50666,50323,51407,51490,52012,52543,53008,153,-343,1084,83,522,531,465,194,788,798,863,799,773,767,48,273,319,313,330,341,323,146,515,479,550,469,432,444,52,-2,265,118,90,143,68,-44,-854,345,-612,-52,-77,-83,8,-856,610,-494,38,66,-15,-1,-2,-5,27,15,33,36
300,41220,,13039,"Camden County, GA",County or equivalent,50513,50513,50666,50323,51407,51490,52012,52543,53008,153,-343,1084,83,522,531,465,194,788,798,863,799,773,767,48,273,319,313,330,341,323,146,515,479,550,469,432,444,52,-2,265,118,90,143,68,-44,-854,345,-612,-52,-77,-83,8,-856,610,-494,38,66,-15,-1,-2,-5,27,15,33,36
304,,,,"Johnson City-Kingsport-Bristol, TN-VA",Combined Statistical Area,508260,508271,508574,508708,509194,508680,507747,507322,507995,303,134,486,-514,-933,-425,673,1314,5014,5010,5093,4932,4897,4900,1340,5843,6045,6336,6118,6252,6131,-26,-829,-1035,-1243,-1186,-1355,-1231,36,118,143,155,191,203,202,322,962,1376,285,291,465,1954,358,1080,1519,440,482,668,2156,-29,-117,2,289,-229,262,-252
304,27740,,,"Johnson City, TN",Metropolitan Statistical Area,198716,198755,199013,199639,200443,200545,200225,200607,201661,258,626,804,102,-320,382,1054,512,2066,2026,2042,2010,1985,1990,477,2122,2209,2386,2258,2345,2299,35,-56,-183,-344,-248,-360,-309,16,74,108,114,135,141,141,217,652,860,191,-176,467,1250,233,726,968,305,-41,608,1391,-10,-44,19,141,-31,134,-28
304,27740,,47019,"Carter County, TN",County or equivalent,57424,57375,57313,57434,57309,56982,56312,56430,56502,-62,121,-125,-327,-670,118,72,128,585,518,505,540,516,521,134,580,656,718,678,687,711,-6,5,-138,-213,-138,-171,-190,2,15,18,20,20,23,22,-48,82,-2,-179,-520,237,266,-46,97,16,-159,-500,260,288,-10,19,-3,45,-32,29,-26
304,27740,,47171,"Unicoi County, TN",County or equivalent,18313,18315,18277,18285,18227,18047,17914,17820,17719,-38,8,-58,-180,-133,-94,-101,31,167,158,166,157,142,148,42,256,234,274,277,280,264,-11,-89,-76,-108,-120,-138,-116,3,4,1,9,11,11,13,-25,105,20,-97,-17,23,1,-22,109,21,-88,-6,34,14,-5,-12,-3,16,-7,10,1
304,27740,,47179,"Washington County, TN",County or equivalent,122979,123065,123423,123920,124907,125516,125999,126357,127440,358,497,987,609,483,358,1083,353,1314,1350,1371,1313,1327,1321,301,1286,1319,1394,1303,1378,1324,52,28,31,-23,10,-51,-3,11,55,89,85,104,107,106,290,465,842,467,361,207,983,301,520,931,552,465,314,1089,5,-51,25,80,8,95,-3
304,28700,,,"Kingsport-Bristol-Bristol, TN-VA",Metropolitan Statistical Area,309544,309516,309561,309069,308751,308135,307522,306715,306334,45,-492,-318,-616,-613,-807,-381,802,2948,2984,3051,2922,2912,2910,863,3721,3836,3950,3860,3907,3832,-61,-773,-852,-899,-938,-995,-922,20,44,35,41,56,62,61,105,310,516,94,467,-2,704,125,354,551,135,523,60,765,-19,-73,-17,148,-198,128,-224
304,28700,,47073,"Hawkins County, TN",County or equivalent,56833,56829,56867,56617,56561,56740,56529,56443,56563,38,-250,-56,179,-211,-86,120,130,550,532,568,522,555,551,125,638,684,642,705,724,725,5,-88,-152,-74,-183,-169,-174,2,-7,-4,1,1,2,2,32,-170,103,212,7,47,327,34,-177,99,213,8,49,329,-1,15,-3,40,-36,34,-35
304,28700,,47163,"Sullivan County, TN",County or equivalent,156823,156806,156820,156929,156547,156562,156784,156661,156667,14,109,-382,15,222,-123,6,397,1553,1522,1632,1579,1540,1533,483,1956,1967,2102,1983,2002,1957,-86,-403,-445,-470,-404,-462,-424,11,15,18,18,30,35,34,105,583,62,372,687,255,520,116,598,80,390,717,290,554,-16,-86,-17,95,-91,49,-124
304,28700,,51169,"Scott County, VA",County or equivalent,23177,23170,23131,22968,22799,22626,22373,22160,21930,-39,-163,-169,-173,-253,-213,-230,63,185,217,181,183,166,170,50,279,315,323,307,321,289,13,-94,-98,-142,-124,-155,-119,2,0,0,0,1,1,1,-57,-94,-63,-35,-114,-87,-92,-55,-94,-63,-35,-113,-86,-91,3,25,-8,4,-16,28,-20
304,28700,,51191,"Washington County, VA",County or equivalent,54876,54870,54891,54745,55047,54721,54534,54294,54214,21,-146,302,-326,-187,-240,-80,142,483,515,490,456,507,588,176,579,626,635,585,585,617,-34,-96,-111,-145,-129,-78,-29,4,19,15,15,16,16,16,51,-54,388,-214,-25,-183,-31,55,-35,403,-199,-9,-167,-15,0,-15,10,18,-49,5,-36
304,28700,,51520,"Bristol city, VA",County or equivalent,17835,17841,17852,17810,17797,17486,17302,17157,16960,11,-42,-13,-311,-184,-145,-197,70,177,198,180,182,144,68,29,269,244,248,280,275,244,41,-92,-46,-68,-98,-131,-176,1,17,6,7,8,8,8,-26,45,26,-241,-88,-34,-20,-25,62,32,-234,-80,-26,-12,-5,-12,1,-9,-6,12,-9
306,,,,"Johnstown-Somerset, PA",Combined Statistical Area,221421,221420,221223,219949,218722,215606,213851,211843,209793,-197,-1274,-1227,-3116,-1755,-2008,-2050,599,2019,2070,1983,1991,1984,1952,661,2876,2628,2840,2695,2738,2754,-62,-857,-558,-857,-704,-754,-802,14,69,84,81,91,96,95,-135,-415,-742,-2404,-1003,-1378,-1194,-121,-346,-658,-2323,-912,-1282,-1099,-14,-71,-11,64,-139,28,-149
306,27780,,,"Johnstown, PA",Metropolitan Statistical Area,143679,143674,143464,142572,141531,138837,137517,136194,134732,-210,-892,-1041,-2694,-1320,-1323,-1462,375,1372,1368,1317,1278,1304,1259,489,1876,1766,1862,1761,1771,1794,-114,-504,-398,-545,-483,-467,-535,12,50,56,51,54,57,56,-99,-368,-697,-2278,-807,-918,-890,-87,-318,-641,-2227,-753,-861,-834,-9,-70,-2,78,-84,5,-93
306,27780,,42021,"Cambria County, PA",County or equivalent,143679,143674,143464,142572,141531,138837,137517,136194,134732,-210,-892,-1041,-2694,-1320,-1323,-1462,375,1372,1368,1317,1278,1304,1259,489,1876,1766,1862,1761,1771,1794,-114,-504,-398,-545,-483,-467,-535,12,50,56,51,54,57,56,-99,-368,-697,-2278,-807,-918,-890,-87,-318,-641,-2227,-753,-861,-834,-9,-70,-2,78,-84,5,-93
306,43740,,,"Somerset, PA",Micropolitan Statistical Area,77742,77746,77759,77377,77191,76769,76334,75649,75061,13,-382,-186,-422,-435,-685,-588,224,647,702,666,713,680,693,172,1000,862,978,934,967,960,52,-353,-160,-312,-221,-287,-267,2,19,28,30,37,39,39,-36,-47,-45,-126,-196,-460,-304,-34,-28,-17,-96,-159,-421,-265,-5,-1,-9,-14,-55,23,-56
306,43740,,42111,"Somerset County, PA",County or equivalent,77742,77746,77759,77377,77191,76769,76334,75649,75061,13,-382,-186,-422,-435,-685,-588,224,647,702,666,713,680,693,172,1000,862,978,934,967,960,52,-353,-160,-312,-221,-287,-267,2,19,28,30,37,39,39,-36,-47,-45,-126,-196,-460,-304,-34,-28,-17,-96,-159,-421,-265,-5,-1,-9,-14,-55,23,-56
308,,,,"Jonesboro-Paragould, AR",Combined Statistical Area,163116,163116,163440,165549,167407,168888,170493,172557,174456,324,2109,1858,1481,1605,2064,1899,523,2212,2304,2293,2289,2438,2416,378,1646,1661,1708,1685,1677,1770,145,566,643,585,604,761,646,26,127,156,155,181,188,186,147,1411,1035,685,855,1062,1095,173,1538,1191,840,1036,1250,1281,6,5,24,56,-35,53,-28
308,27860,,,"Jonesboro, AR",Metropolitan Statistical Area,121026,121026,121253,122817,124241,125810,126776,128390,129858,227,1564,1424,1569,966,1614,1468,397,1679,1731,1726,1737,1865,1844,287,1192,1204,1204,1217,1227,1284,110,487,527,522,520,638,560,26,115,141,140,161,166,164,85,943,735,855,321,737,759,111,1058,876,995,482,903,923,6,19,21,52,-36,73,-15
308,27860,,5031,"Craighead County, AR",County or equivalent,96443,96443,96727,98371,99948,101654,102621,104362,105835,284,1644,1577,1706,967,1741,1473,337,1370,1414,1427,1426,1553,1528,185,860,881,847,916,871,943,152,510,533,580,510,682,585,23,94,130,127,147,151,149,105,1011,893,937,351,851,736,128,1105,1023,1064,498,1002,885,4,29,21,62,-41,57,3
308,27860,,5111,"Poinsett County, AR",County or equivalent,24583,24583,24526,24446,24293,24156,24155,24028,24023,-57,-80,-153,-137,-1,-127,-5,60,309,317,299,311,312,316,102,332,323,357,301,356,341,-42,-23,-6,-58,10,-44,-25,3,21,11,13,14,15,15,-20,-68,-158,-82,-30,-114,23,-17,-47,-147,-69,-16,-99,38,2,-10,0,-10,5,16,-18
308,37500,,,"Paragould, AR",Micropolitan Statistical Area,42090,42090,42187,42732,43166,43078,43717,44167,44598,97,545,434,-88,639,450,431,126,533,573,567,552,573,572,91,454,457,504,468,450,486,35,79,116,63,84,123,86,0,12,15,15,20,22,22,62,468,300,-170,534,325,336,62,480,315,-155,554,347,358,0,-14,3,4,1,-20,-13
308,37500,,5055,"Greene County, AR",County or equivalent,42090,42090,42187,42732,43166,43078,43717,44167,44598,97,545,434,-88,639,450,431,126,533,573,567,552,573,572,91,454,457,504,468,450,486,35,79,116,63,84,123,86,0,12,15,15,20,22,22,62,468,300,-170,534,325,336,62,480,315,-155,554,347,358,0,-14,3,4,1,-20,-13
309,,,,"Joplin-Miami, MO-OK",Combined Statistical Area,207366,207364,207706,208571,206702,207468,208162,208871,209496,342,865,-1869,766,694,709,625,691,2888,2904,2916,2883,2816,2827,480,2182,2138,2256,2193,2261,2204,211,706,766,660,690,555,623,37,213,213,196,231,242,240,111,-300,-2865,-87,-179,-119,-192,148,-87,-2652,109,52,123,48,-17,246,17,-3,-48,31,-46
309,27900,,,"Joplin, MO",Metropolitan Statistical Area,175518,175516,175866,176667,174477,175238,176125,176943,177805,350,801,-2190,761,887,818,862,597,2499,2474,2432,2445,2339,2374,414,1796,1674,1838,1782,1776,1705,183,703,800,594,663,563,669,36,196,196,185,218,227,225,141,-324,-3197,-7,55,11,20,177,-128,-3001,178,273,238,245,-10,226,11,-11,-49,17,-52
309,27900,,29097,"Jasper County, MO",County or equivalent,117404,117404,117722,117839,115406,116455,117533,118376,119111,318,117,-2433,1049,1078,843,735,415,1754,1683,1744,1727,1617,1667,297,1223,1085,1183,1148,1141,1094,118,531,598,561,579,476,573,26,165,168,151,177,183,181,178,-673,-3225,312,334,147,21,204,-508,-3057,463,511,330,202,-4,94,26,25,-12,37,-40
309,27900,,29145,"Newton County, MO",County or equivalent,58114,58112,58144,58828,59071,58783,58592,58567,58694,32,684,243,-288,-191,-25,127,182,745,791,688,718,722,707,117,573,589,655,634,635,611,65,172,202,33,84,87,96,10,31,28,34,41,44,44,-37,349,28,-319,-279,-136,-1,-27,380,56,-285,-238,-92,43,-6,132,-15,-36,-37,-20,-12
309,33060,,,"Miami, OK",Micropolitan Statistical Area,31848,31848,31840,31904,32225,32230,32037,31928,31691,-8,64,321,5,-193,-109,-237,94,389,430,484,438,477,453,66,386,464,418,411,485,499,28,3,-34,66,27,-8,-46,1,17,17,11,13,15,15,-30,24,332,-80,-234,-130,-212,-29,41,349,-69,-221,-115,-197,-7,20,6,8,1,14,6
309,33060,,40115,"Ottawa County, OK",County or equivalent,31848,31848,31840,31904,32225,32230,32037,31928,31691,-8,64,321,5,-193,-109,-237,94,389,430,484,438,477,453,66,386,464,418,411,485,499,28,3,-34,66,27,-8,-46,1,17,17,11,13,15,15,-30,24,332,-80,-234,-130,-212,-29,41,349,-69,-221,-115,-197,-7,20,6,8,1,14,6
310,,,,"Kalamazoo-Battle Creek-Portage, MI",Combined Statistical Area,524030,524035,524218,524700,526242,528299,530198,530320,532116,183,482,1542,2057,1899,122,1796,1642,6512,6477,6525,6615,6536,6485,1208,4879,4661,4802,4897,4849,4945,434,1633,1816,1723,1718,1687,1540,185,702,852,858,941,989,980,-441,-1709,-1163,-678,-627,-2478,-582,-256,-1007,-311,180,314,-1489,398,5,-144,37,154,-133,-76,-142
310,12980,,,"Battle Creek, MI",Metropolitan Statistical Area,136146,136148,136025,135245,134777,134869,134976,134447,134386,-123,-780,-468,92,107,-529,-61,407,1661,1618,1684,1699,1648,1638,451,1466,1450,1457,1455,1371,1405,-44,195,168,227,244,277,233,44,151,252,253,273,281,281,-122,-1111,-892,-430,-374,-1013,-510,-78,-960,-640,-177,-101,-732,-229,-1,-15,4,42,-36,-74,-65
310,12980,,26025,"Calhoun County, MI",County or equivalent,136146,136148,136025,135245,134777,134869,134976,134447,134386,-123,-780,-468,92,107,-529,-61,407,1661,1618,1684,1699,1648,1638,451,1466,1450,1457,1455,1371,1405,-44,195,168,227,244,277,233,44,151,252,253,273,281,281,-122,-1111,-892,-430,-374,-1013,-510,-78,-960,-640,-177,-101,-732,-229,-1,-15,4,42,-36,-74,-65
